0.0	0.16
0.1	0.1530695118466954
0.2	0.13377007417621337
0.3	0.10492141490147153
0.4	0.0698877089207813
0.5	0.03223942624406232
0.6	-0.00457019923162147
0.7	-0.03748793435785891
0.8	-0.06408235679562461
0.9	-0.08269163178865176
1.0	-0.0924917228656489
1.1	-0.09348680244751682
1.2	-0.08643008221621548
1.3	-0.07268842318348355
1.4	-0.05406759920798137
1.5	-0.03261683093170087
1.6	-0.010431199860476609
1.7	0.01053103820503434
1.8	0.02860210892759424
1.9	0.04251902865688006
2.0	0.051492582035515586
2.1	0.05522941084996537
2.2	0.05390979609435617
2.3	0.048127240669482006
2.4	0.03879863027042374
2.5	0.02705541895157699
2.6	0.014126906822803978
2.7	0.0012262971992066387
2.8	-0.010551033078674034
2.9	-0.020309553695179387
3.0	-0.027410785783832655
3.1	-0.03150318421446276
3.2	-0.03252475391256548
3.3	-0.030680772223435647
3.4	-0.02640088244944913
3.5	-0.020281173625609553
3.6	-0.013017605146899371
3.7	-0.005337266439637354
3.8	0.0020664714847246054
3.9	0.008589763395900936
4.0	0.013761166473852598
4.1	0.017269167289583415
4.2	0.0189734768978283
4.3	0.0189006773310682
4.4	0.01722607920348268
4.5	0.014244646796657504
4.6	0.01033450569766372
4.7	0.005916844891102458
4.8	0.0014159693414474627
4.9	-0.0027771111410418874
5.0	-0.0063347941482718734
5.1	-0.00901473445805466
5.2	-0.010672357892265302
5.3	-0.011263862566337109
5.4	-0.010840357323907826
5.5	-0.009534479670608643
5.6	-0.007541347888445773
5.7	-0.005096007760729787
5.8	-0.0024496271057493717
5.9	0.00015341652283123078
6.0	0.002495689790334981
6.1	0.004402646282738467
6.2	0.00575340175031353
6.3	0.006485916509764158
6.4	0.006596676135253376
6.5	0.006135421173256712
6.6	0.005195845607901402
6.7	0.0039034393986662427
6.8	0.002401781647209344
6.9	0.0008385984890839261
7.0	-0.000647205221261193
7.1	-0.001936529306039035
7.2	-0.00293833078137267
7.3	-0.003594702962753333
7.4	-0.003882650841995801
7.5	-0.0038127260162661033
7.6	-0.00342493620998454
7.7	-0.0027825369063882014
7.8	-0.001964435056370537
7.9	-0.0010569834993025416
8.0	-0.00014592249304657678
8.1	0.0006908597514995965
8.2	0.001389209284648769
8.3	0.0019028598773166434
8.4	0.002205668717693658
8.5	0.0022919265536934484
8.6	0.0021748991241936255
8.7	0.0018838923399041201
8.8	0.001460231494045865
8.9	0.0009526000750299932
9.0	0.0004121958588407435
9.1	-0.00011186604277480146
9.2	-0.0005765354108754416
9.3	-0.0009479139769296215
9.4	-0.0012032697421098394
9.5	-0.0013319091945493795
9.6	-0.001334941871389549
9.7	-0.0012240627121887604
9.8	-0.001019549312884104
9.9	-0.0007477192556168993
10.0	-0.00043811531372377064
